F_33R,F_34R,F_36R,33a_vp,34a_vp,36a_vp,,,,,
0.009125377,0.058458808,0.000239082,1,1,1,,,,,
Altitude (km),T (K),33a,34a,36a,33R,34R,36R,d33S,d34S,d36S
229,1272.31319,0.969766156,0.940532488,0.884508493,0.008849482,0.054982408,0.00021147,123.4240629,244.9996641,377.7295832
230,1274.346223,0.969712934,0.940429409,0.884314459,0.008848996,0.054976383,0.000211424,123.3624074,244.8632161,377.4273515
231,1276.345959,0.969659314,0.940325566,0.884119009,0.008848507,0.054970312,0.000211377,123.300292,244.7257576,377.1229155
232,1278.304812,0.969605117,0.940220611,0.883921488,0.008848013,0.054964176,0.00021133,123.2375077,244.5868268,376.8152525
233,1280.215195,0.969550163,0.940114194,0.883721239,0.008847511,0.054957955,0.000211282,123.1738453,244.4459608,376.5033395
234,1282.069522,0.969494269,0.940005965,0.883517603,0.008847001,0.054951629,0.000211233,123.1090954,244.3026965,376.1861522
235,1283.860206,0.969437255,0.939895574,0.883309922,0.008846481,0.054945175,0.000211184,123.0430478,244.1565695,375.8626644
236,1285.580368,0.969378956,0.9397827,0.883097597,0.008845949,0.054938577,0.000211133,122.9755109,244.0071564,375.5319415
237,1287.235903,0.969319504,0.939667603,0.882881116,0.008845406,0.054931848,0.000211081,122.9066397,243.8548005,375.1947458
238,1288.843782,0.969259295,0.939551046,0.882661915,0.008844857,0.054925035,0.000211029,122.8368902,243.7005114,374.8533134
239,1290.421346,0.969198731,0.939433809,0.882441463,0.008844304,0.054918181,0.000210976,122.7667298,243.5453228,374.5099334
240,1291.985933,0.969138216,0.939316675,0.882221234,0.008843752,0.054911333,0.000210924,122.6966268,243.3902709,374.166899
241,1293.554882,0.969078157,0.93920043,0.882002701,0.008843204,0.054904538,0.000210871,122.6270512,243.2363949,373.8265082
242,1295.145534,0.96901896,0.93908586,0.881787345,0.008842664,0.05489784,0.00021082,122.558474,243.0847364,373.4910643
243,1296.774798,0.968961022,0.938973734,0.881576609,0.008842135,0.054891286,0.000210769,122.4913559,242.9363137,373.162817
244,1298.446629,0.968904436,0.938864232,0.881370828,0.008841619,0.054884884,0.00021072,122.4258047,242.7913644,372.8422891
245,1300.150005,0.968848943,0.938756851,0.881169055,0.008841112,0.054878607,0.000210672,122.3615188,242.6492212,372.5280029
246,1301.873075,0.968794262,0.938651046,0.880970267,0.008840613,0.054872422,0.000210624,122.2981733,242.5091653,372.2183671
247,1303.603986,0.968740111,0.938546274,0.880773443,0.008840119,0.054866297,0.000210577,122.2354426,242.3704766,371.9117884
248,1305.330884,0.96868621,0.93844199,0.880577556,0.008839627,0.0548602,0.000210531,122.1730007,242.232434,371.6066718
249,1307.041918,0.968632276,0.938337648,0.880381584,0.008839135,0.054854101,0.000210484,122.1105211,242.0943155,371.3014215
250,1308.725234,0.968578027,0.938232703,0.880184501,0.00883864,0.054847966,0.000210437,122.0476765,241.9553982,370.9944401
251,1310.368981,0.968523181,0.938126608,0.87998528,0.00883814,0.054841764,0.000210389,121.9841396,241.8149582,370.6841289
252,1311.961305,0.968467453,0.938018815,0.879782893,0.008837631,0.054835462,0.000210341,121.919582,241.6722703,370.3688866
253,1313.496458,0.968410705,0.937909054,0.879576835,0.008837113,0.054829046,0.000210291,121.8538419,241.5269772,370.0479259
254,1314.995778,0.968353437,0.937798294,0.879368927,0.008836591,0.054822571,0.000210242,121.7875,241.3803626,369.7240843
255,1316.488124,0.96829633,0.937687852,0.879161641,0.008836069,0.054816114,0.000210192,121.7213448,241.2341693,369.4012111
256,1318.002349,0.968240067,0.937579048,0.878957452,0.008835556,0.054809754,0.000210143,121.6561666,241.0901433,369.0831621
257,1319.56731,0.96818533,0.937473204,0.87875884,0.008835057,0.054803566,0.000210096,121.5927576,240.9500351,368.7737998
258,1321.211862,0.968132807,0.937371643,0.878568287,0.008834577,0.054797629,0.00021005,121.5319115,240.815597,368.4769902
259,1322.956809,0.968082989,0.93727532,0.878387582,0.008834123,0.054791998,0.000210007,121.4742008,240.6880932,368.1955199
260,1324.79441,0.968035695,0.93718388,0.878216053,0.008833691,0.054786653,0.000209966,121.4194123,240.5670518,367.9283425
261,1326.710603,0.967990587,0.937096673,0.878052481,0.008833279,0.054781555,0.000209927,121.367158,240.4516144,367.673559
262,1328.691326,0.967947332,0.937013049,0.877895644,0.008832885,0.054776666,0.000209889,121.3170485,240.3409205,367.4292673
263,1330.722516,0.967905592,0.936932359,0.877744322,0.008832504,0.054771949,0.000209853,121.2686945,240.2341089,367.1935643
264,1332.790106,0.96786503,0.93685395,0.877597292,0.008832134,0.054767366,0.000209818,121.221706,240.1303183,366.9645473
265,1334.874421,0.967825178,0.936776917,0.877452852,0.00883177,0.054762862,0.000209784,121.1755396,240.0283477,366.7395648
266,1336.939906,0.967785191,0.936699625,0.877307939,0.008831405,0.054758344,0.000209749,121.1292163,239.9260347,366.5138455
267,1338.948213,0.967744158,0.936620315,0.877159256,0.008831031,0.054753707,0.000209713,121.0816817,239.8210507,366.2822528
268,1340.860993,0.967701169,0.93653723,0.877003508,0.008830638,0.05474885,0.000209676,121.0318821,239.7110692,366.039657
269,1342.639899,0.967655317,0.936448612,0.876837405,0.00883022,0.05474367,0.000209636,120.978764,239.5937639,365.7809302
270,1344.246691,0.96760569,0.936352705,0.876657658,0.008829767,0.054738063,0.000209593,120.9212744,239.4668113,365.500953
271,1345.668917,0.96755199,0.936248931,0.876463186,0.008829277,0.054731997,0.000209547,120.8590653,239.3294438,365.1980393
272,1346.952916,0.967495306,0.936139399,0.876257946,0.00882876,0.054725594,0.000209498,120.7934004,239.1844536,364.8783532
273,1348.153182,0.967436926,0.936026593,0.876046599,0.008828227,0.054718999,0.000209447,120.7257693,239.035131,364.5491538
274,1349.324209,0.967378137,0.935913007,0.875833813,0.008827691,0.054712359,0.000209396,120.6576657,238.8847742,364.2177146
275,1350.520489,0.967320234,0.935801138,0.875624272,0.008827162,0.054705819,0.000209346,120.5905885,238.7366922,363.8913292
276,1351.796517,0.967264516,0.935693496,0.875422671,0.008826654,0.054699527,0.000209298,120.5260415,238.5942044,363.5773108
277,1353.206775,0.967212283,0.935592593,0.875233712,0.008826177,0.054693628,0.000209253,120.465532,238.460637,363.2829842
278,1354.781016,0.967164248,0.935499805,0.875059967,0.008825739,0.054688204,0.000209211,120.409886,238.3378112,363.0123557
279,1356.47141,0.967119273,0.935412931,0.874897314,0.008825328,0.054683125,0.000209173,120.3577846,238.2228151,362.7590033
280,1358.214956,0.967075855,0.93532907,0.874740315,0.008824932,0.054678223,0.000209135,120.3074876,238.1118065,362.514458
281,1359.94865,0.967032492,0.935245317,0.874583533,0.008824536,0.054673327,0.000209098,120.2572534,238.0009414,362.2702509
282,1361.609489,0.966987679,0.935158769,0.874421533,0.008824128,0.054668267,0.000209059,120.2053402,237.8863762,362.0179165
283,1363.134472,0.966939913,0.935066521,0.87424888,0.008823692,0.054662875,0.000209017,120.1500054,237.7642657,361.748989
284,1364.460595,0.966887685,0.934965662,0.874060132,0.008823215,0.054656978,0.000208972,120.0895024,237.6307572,361.4549897
285,1365.54725,0.966830017,0.934854303,0.873851756,0.008822689,0.054650469,0.000208923,120.0226968,237.4833494,361.1304196
286,1366.451337,0.966768252,0.934735041,0.873628619,0.008822125,0.054643497,0.000208869,119.9511453,237.3254796,360.7828567
287,1367.256287,0.966704372,0.934611702,0.873397885,0.008821542,0.054636286,0.000208814,119.8771435,237.1622137,360.4234607
288,1368.045534,0.966640367,0.93448813,0.873166746,0.008820958,0.054629062,0.000208759,119.8029967,236.998639,360.0634325
289,1368.902511,0.966578237,0.934368186,0.872942422,0.008820391,0.054622051,0.000208705,119.7310224,236.8398674,359.7140214
290,1369.910651,0.966519992,0.934255749,0.872732165,0.00881986,0.054615478,0.000208655,119.6635487,236.6910329,359.3865199
291,1371.153386,0.966467647,0.934154709,0.87254324,0.008819382,0.054609571,0.00020861,119.6029104,236.5572836,359.0922464
292,1372.696521,0.966422795,0.934068135,0.872381381,0.008818973,0.05460451,0.000208571,119.5509515,236.4426845,358.840132
293,1374.49803,0.966384428,0.933994081,0.872242942,0.008818623,0.054600181,0.000208538,119.5065051,236.3446585,358.6244966
294,1376.475129,0.966350551,0.933928698,0.872120721,0.008818313,0.054596359,0.000208509,119.4672607,236.2581091,358.4341213
295,1378.54496,0.966319168,0.933868129,0.872007507,0.008818027,0.054592818,0.000208482,119.4309051,236.1779332,358.2577772
296,1380.624663,0.966288285,0.933808526,0.871896106,0.008817745,0.054589334,0.000208455,119.3951282,236.0990358,358.0842566
297,1382.631381,0.966255911,0.93374605,0.871779341,0.00881745,0.054585681,0.000208427,119.3576251,236.0163346,357.9023817
298,1384.495576,0.966220381,0.933677484,0.871651206,0.008817126,0.054581673,0.000208396,119.3164653,235.925573,357.7027947
299,1386.212315,0.966181578,0.933602605,0.871511282,0.008816772,0.054577296,0.000208363,119.271514,235.8264543,357.4848471
300,1387.796218,0.966139853,0.93352209,0.871360839,0.008816391,0.054572589,0.000208327,119.223177,235.7198746,357.2505133
301,1389.261909,0.966095553,0.933436612,0.871201137,0.008815987,0.054567592,0.000208289,119.1718584,235.6067258,357.0017584
302,1390.624013,0.966049028,0.933346843,0.871033434,0.008815562,0.054562344,0.000208249,119.1179612,235.487897,356.7405407
303,1391.897156,0.966000624,0.933253453,0.870858985,0.00881512,0.054556885,0.000208207,119.0618875,235.3642758,356.4688147
304,1393.097639,0.965950728,0.933157191,0.870679188,0.008814665,0.054551257,0.000208164,119.0040861,235.2368523,356.1887595
305,1394.248258,0.965899885,0.933059107,0.870496006,0.008814201,0.054545523,0.00020812,118.9451872,235.1070158,355.9034307
306,1395.373379,0.965848677,0.932960324,0.870311539,0.008813734,0.054539749,0.000208076,118.8858657,234.9762547,355.6161005
307,1396.497367,0.965797689,0.932861969,0.870127891,0.008813268,0.054533999,0.000208032,118.8267984,234.8460609,355.3300471
308,1397.644588,0.965747506,0.932765173,0.869947172,0.00881281,0.05452834,0.000207989,118.768664,234.7179299,355.0485554
309,1398.839405,0.965698716,0.932671067,0.869771495,0.008812365,0.054522839,0.000207947,118.7121425,234.5933604,354.774916
310,1400.098506,0.96565172,0.932580429,0.869602307,0.008811936,0.054517541,0.000207907,118.6577011,234.473381,354.5113856
311,1401.414752,0.96560635,0.932492927,0.869438991,0.008811522,0.054512425,0.000207868,118.6051414,234.3575541,354.2570006
312,1402.776396,0.96556232,0.932408017,0.869280525,0.008811121,0.054507462,0.00020783,118.5541357,234.2451569,354.010171
313,1404.171689,0.965519349,0.932325151,0.869125887,0.008810728,0.054502617,0.000207793,118.5043553,234.135465,353.7693038
314,1405.588883,0.965477151,0.93224378,0.868974054,0.008810343,0.05449786,0.000207756,118.4554713,234.0277529,353.532805
315,1407.016231,0.965435442,0.932163356,0.868824001,0.008809963,0.054493159,0.000207721,118.4071543,233.9212946,353.2990795
316,1408.441983,0.965393939,0.932083331,0.868674704,0.008809584,0.054488481,0.000207685,118.3590745,233.8153636,353.0665316
317,1409.854392,0.965352355,0.932003155,0.868525139,0.008809205,0.054483794,0.000207649,118.310902,233.7092331,352.8335657
318,1411.245161,0.96531049,0.931922439,0.868374581,0.008808823,0.054479075,0.000207613,118.2624033,233.6023885,352.5990526
319,1412.632371,0.965268779,0.931842023,0.868224595,0.008808442,0.054474374,0.000207577,118.2140828,233.4959408,352.3654311
320,1414.046282,0.965227951,0.931763315,0.868077805,0.008808069,0.054469773,0.000207542,118.1667859,233.3917528,352.1367883
321,1415.517221,0.965188739,0.931687724,0.867936841,0.008807712,0.054465354,0.000207508,118.1213607,233.2916917,351.9172203
322,1417.075508,0.965151874,0.93161666,0.867804332,0.008807375,0.0544612,0.000207477,118.0786545,233.1976239,351.7108201
323,1418.732149,0.96511762,0.931550634,0.867681222,0.008807063,0.05445734,0.000207447,118.0389738,233.1102233,351.5190628
324,1420.431464,0.965084632,0.931487047,0.867562671,0.008806761,0.054453623,0.000207419,118.0007579,233.0260521,351.3344037
325,1422.103402,0.965051214,0.931422636,0.867442591,0.008806457,0.054449857,0.00020739,117.9620456,232.9407904,351.1473653
326,1423.677908,0.965015677,0.931354141,0.867314907,0.008806132,0.054445853,0.00020736,117.9208772,232.8501226,350.9484815
327,1425.084931,0.964976328,0.931278303,0.867173544,0.008805773,0.05444142,0.000207326,117.8752934,232.7497343,350.7282924
328,1426.254491,0.964931475,0.931191861,0.86701243,0.008805364,0.054436367,0.000207287,117.8233334,232.6353089,350.4773369
329,1427.171317,0.96488074,0.931094088,0.866830216,0.008804901,0.054430651,0.000207244,117.7645601,232.5058855,350.193516
330,1427.971586,0.964827404,0.930991307,0.866638688,0.008804414,0.054424642,0.000207198,117.7027727,232.3698325,349.8951888
331,1428.817461,0.964775384,0.930891069,0.86645192,0.008803939,0.054418783,0.000207153,117.6425108,232.2371455,349.604274
332,1429.871109,0.964728613,0.930800948,0.866284019,0.008803513,0.054413514,0.000207113,117.5883285,232.117851,349.3427491
333,1431.291524,0.96469095,0.930728381,0.866148835,0.008803169,0.054409272,0.000207081,117.5446978,232.0217926,349.1321822
334,1433.101207,0.964662941,0.930674416,0.866048311,0.008802913,0.054406117,0.000207057,117.5122507,231.9503584,348.975604
335,1435.137312,0.96464063,0.930631433,0.865968246,0.00880271,0.054403605,0.000207038,117.4864054,231.8934602,348.8508939
336,1437.22376,0.964619748,0.930591201,0.865893312,0.008802519,0.054401253,0.00020702,117.4622145,231.8402051,348.7341743
337,1439.184471,0.964596036,0.930545519,0.865808229,0.008802303,0.054398582,0.000206999,117.4347454,231.7797348,348.601647
338,1440.855125,0.964565532,0.930486752,0.865698781,0.008802025,0.054395147,0.000206973,117.3994073,231.7019438,348.4311691
339,1442.22,0.96452786,0.93041418,0.865563634,0.008801681,0.054390904,0.000206941,117.3557666,231.6058795,348.2206605
340,1443.365226,0.9644851,0.930331809,0.86541025,0.008801291,0.054386089,0.000206904,117.306231,231.4968434,347.9817462
341,1444.378919,0.964439374,0.93024373,0.865246252,0.008800873,0.05438094,0.000206865,117.2532603,231.3802514,347.7262995
342,1445.349197,0.964392809,0.930154038,0.865079267,0.008800448,0.054375697,0.000206825,117.1993171,231.2615245,347.4662001
343,1446.364178,0.964347535,0.930066837,0.864916934,0.008800035,0.054370599,0.000206786,117.1468692,231.1460944,347.2133471
344,1447.506182,0.964305546,0.929985966,0.864766401,0.008799652,0.054365871,0.00020675,117.0982271,231.039045,346.9788735
345,1448.801316,0.964267477,0.929912649,0.864629938,0.008799305,0.054361585,0.000206718,117.0541262,230.9419935,346.7663165
346,1450.244095,0.964233196,0.92984663,0.864507068,0.008798992,0.054357726,0.000206688,117.0144134,230.8546023,346.5749311
347,1451.828686,0.96420256,0.929787632,0.864397274,0.008798712,0.054354277,0.000206662,116.9789235,230.7765063,346.4039138
348,1453.549254,0.964175425,0.929735377,0.864300034,0.008798465,0.054351222,0.000206639,116.9474886,230.7073356,346.2524504
349,1455.399966,0.964151643,0.929689582,0.86421482,0.008798248,0.054348545,0.000206619,116.9199391,230.6467161,346.1197185
350,1457.368676,0.964130915,0.929649668,0.864140552,0.008798058,0.054346212,0.000206601,116.8959269,230.5938812,346.0040371
351,1459.395551,0.964111789,0.929612838,0.864072025,0.008797884,0.054344059,0.000206584,116.8737694,230.5451285,345.897298
352,1461.398957,0.964092289,0.929575291,0.864002166,0.008797706,0.054341864,0.000206568,116.85118,230.4954262,345.7884841
353,1463.297149,0.964070446,0.929533232,0.863923917,0.008797507,0.054339405,0.000206549,116.8258761,230.4397526,345.6666026
354,1465.008384,0.964044294,0.929482879,0.863830241,0.008797268,0.054336461,0.000206527,116.795581,230.373099,345.5206909
355,1466.477998,0.964012523,0.929421706,0.863716443,0.008796978,0.054332885,0.000206499,116.758775,230.2921231,345.3434365
356,1467.743534,0.963976037,0.929351458,0.863585774,0.008796645,0.054328779,0.000206468,116.7165079,230.1991353,345.139903
357,1468.86215,0.963936211,0.929274785,0.863443162,0.008796282,0.054324297,0.000206434,116.6703725,230.0976413,344.9177684
358,1469.891003,0.963894421,0.929194332,0.863293533,0.0087959,0.054319593,0.000206398,116.6219606,229.991144,344.684703
359,1470.887251,0.963852041,0.929112747,0.863141813,0.008795514,0.054314824,0.000206362,116.5728658,229.8831489,344.4483805
360,1471.90803,0.963810449,0.929032682,0.862992933,0.008795134,0.054310144,0.000206326,116.5246835,229.7771658,344.216481
361,1472.99626,0.963770681,0.928956132,0.8628506,0.008794771,0.054305668,0.000206292,116.4786144,229.675835,343.9947799
362,1474.155903,0.963732834,0.928883282,0.862715157,0.008794426,0.05430141,0.00020626,116.4347703,229.5794021,343.7838118
363,1475.38431,0.963696844,0.928814009,0.862586376,0.008794097,0.05429736,0.000206229,116.3930776,229.4877047,343.583219
364,1476.67883,0.963662647,0.92874819,0.862464023,0.008793785,0.054293512,0.0002062,116.353462,229.4005789,343.3926405
365,1478.036812,0.963630178,0.9286857,0.862347867,0.008793489,0.054289859,0.000206172,116.3158488,229.3178594,343.2117131
366,1479.455607,0.963599373,0.928626413,0.862237673,0.008793208,0.054286394,0.000206146,116.2801624,229.2393802,343.0400716
367,1480.932564,0.963570166,0.928570203,0.862133204,0.008792941,0.054283108,0.000206121,116.2463272,229.1649743,342.8773488
368,1482.460013,0.963542369,0.928516711,0.862033791,0.008792688,0.05427998,0.000206097,116.2141266,229.0941651,342.722501
369,1484.011203,0.963515337,0.928464689,0.861937117,0.008792441,0.054276939,0.000206074,116.1828107,229.0253031,342.57192
370,1485.554853,0.963488311,0.928412683,0.861840479,0.008792194,0.054273899,0.000206051,116.1515034,228.9564623,342.4213937
371,1487.059682,0.963460539,0.928359241,0.861741176,0.008791941,0.054270775,0.000206027,116.1193302,228.8857193,342.266717
372,1488.494408,0.963431264,0.92830291,0.861636511,0.008791674,0.054267482,0.000206002,116.0854171,228.8111527,342.1036898
373,1489.827751,0.963399733,0.928242239,0.861523792,0.008791386,0.054263935,0.000205975,116.0488904,228.7308422,341.9281154
374,1491.028429,0.963365192,0.928175778,0.861400322,0.008791071,0.05426005,0.000205946,116.0088759,228.6428658,341.7357954
375,1492.065159,0.963326883,0.92810207,0.8612634,0.008790721,0.054255741,0.000205913,115.964497,228.5452978,341.5225238
376,1492.912187,0.963284181,0.928019913,0.861110795,0.008790332,0.054250938,0.000205876,115.9150285,228.4365446,341.2848226
377,1493.596704,0.963237733,0.927930554,0.860944829,0.008789908,0.054245714,0.000205837,115.8612214,228.3182587,341.0263097
378,1494.175371,0.963188901,0.927836611,0.860770366,0.008789462,0.054240223,0.000205795,115.8046514,228.1939051,340.7545631
379,1494.705165,0.963139054,0.927740724,0.86059231,0.008789007,0.054234617,0.000205752,115.7469072,228.0669771,340.4772188
380,1495.243067,0.963089571,0.927645539,0.860415577,0.008788556,0.054229053,0.00020571,115.6895834,227.9409795,340.2019361
381,1495.846053,0.963041832,0.927553715,0.8602451,0.00878812,0.054223685,0.000205669,115.6342804,227.8194298,339.936398
382,1496.571102,0.962997224,0.927467916,0.860085826,0.008787713,0.054218669,0.000205631,115.5826039,227.7058561,339.6883081
383,1497.471662,0.962957049,0.927390647,0.8599424,0.008787346,0.054214152,0.000205597,115.5360634,227.6035746,339.4649047
384,1498.550153,0.962921372,0.927322032,0.859815045,0.008787021,0.054210141,0.000205567,115.4947331,227.5127472,339.2665346
385,1499.770614,0.962889321,0.927260393,0.859700649,0.008786728,0.054206538,0.000205539,115.4576041,227.4311554,339.0883483
386,1501.09615,0.962860001,0.927204008,0.859596009,0.008786461,0.054203241,0.000205514,115.4236385,227.3565175,338.9253587
387,1502.489865,0.962832515,0.927151151,0.859497921,0.00878621,0.054200151,0.000205491,115.391797,227.2865493,338.7725755
388,1503.914862,0.962805965,0.927100096,0.859403183,0.008785968,0.054197167,0.000205468,115.3610403,227.2189668,338.62501
389,1505.334246,0.962779455,0.927049119,0.859308597,0.008785726,0.054194187,0.000205446,115.33033,227.1514882,338.4776795
390,1506.711734,0.962752105,0.926996528,0.859211019,0.008785476,0.054191112,0.000205422,115.298646,227.0818718,338.3256899
391,1508.025314,0.96272338,0.926941295,0.859108545,0.008785214,0.054187883,0.000205398,115.2653695,227.0087587,338.1660753
392,1509.267309,0.962693094,0.926883062,0.859000513,0.008784938,0.054184479,0.000205372,115.2302846,226.9316747,337.9978024
393,1510.430674,0.962661075,0.9268215,0.858886313,0.008784646,0.05418088,0.000205345,115.1931929,226.850184,337.8199211
394,1511.508363,0.962627152,0.926756278,0.858765332,0.008784336,0.054177068,0.000205316,115.153895,226.7638493,337.631479
395,1512.49333,0.962591152,0.926687066,0.858636958,0.008784008,0.054173022,0.000205285,115.1121908,226.6722315,337.43152
396,1513.379729,0.962552931,0.926613585,0.858500677,0.008783659,0.054168726,0.000205252,115.0679129,226.5749635,337.2192458
397,1514.181813,0.96251283,0.926536495,0.858357713,0.008783293,0.054164219,0.000205218,115.0214583,226.4729179,336.996563
398,1514.930484,0.962471597,0.926457232,0.858210734,0.008782917,0.054159586,0.000205183,114.9736926,226.3679966,336.7676244
399,1515.657145,0.962429994,0.92637726,0.858062451,0.008782537,0.054154911,0.000205148,114.9254972,226.2621359,336.5366559
400,1516.393199,0.962388782,0.926298044,0.857915583,0.008782161,0.05415028,0.000205112,114.8777555,226.1572763,336.3078913
401,1517.170049,0.962348726,0.926221053,0.857772853,0.008781795,0.054145779,0.000205078,114.831353,226.0553624,336.0855719
402,1518.019099,0.962310593,0.92614776,0.857636988,0.008781447,0.054141494,0.000205046,114.7871769,225.9583423,335.8739452
403,1518.971751,0.962275147,0.926079636,0.857510716,0.008781124,0.054137512,0.000205016,114.7461155,225.8681662,335.6772621
404,1520.059181,0.962243152,0.926018146,0.857396747,0.008780832,0.054133917,0.000204988,114.7090506,225.7867697,335.4997408
405,1521.290611,0.962214832,0.92596372,0.857295878,0.008780573,0.054130736,0.000204964,114.6762431,225.7147249,335.3426248
406,1522.635406,0.962189439,0.925914921,0.857205443,0.008780342,0.054127883,0.000204943,114.6468269,225.6501292,335.2017618
407,1524.058715,0.962166123,0.925870113,0.857122409,0.008780129,0.054125264,0.000204923,114.619816,225.590817,335.0724267
408,1525.52569,0.962144032,0.925827662,0.857043746,0.008779927,0.054122782,0.000204904,114.5942249,225.5346236,334.9498985
409,1527.001482,0.962122317,0.925785934,0.856966425,0.008779729,0.054120342,0.000204886,114.5690691,225.4793874,334.8294628
410,1528.451239,0.962100129,0.925743298,0.856887427,0.008779527,0.05411785,0.000204867,114.5433656,225.4229497,334.7064131
411,1529.840113,0.962076621,0.925698127,0.856803735,0.008779312,0.054115209,0.000204847,114.5161328,225.3631557,334.576052
412,1531.133254,0.962050946,0.925648794,0.856712336,0.008779078,0.054112325,0.000204825,114.4863902,225.2978527,334.4336873
413,1532.304977,0.962022482,0.925594101,0.856611012,0.008778818,0.054109128,0.000204801,114.4534152,225.2254546,334.2758639
414,1533.368627,0.961991551,0.925534671,0.856500921,0.008778536,0.054105654,0.000204774,114.4175832,225.1467862,334.1043824
415,1534.347943,0.961958729,0.925471611,0.856384112,0.008778236,0.054101968,0.000204746,114.3795613,225.0633127,333.9224385
416,1535.266659,0.961924593,0.925406027,0.856262636,0.008777925,0.054098134,0.000204717,114.3400161,224.9764978,333.733225
417,1536.148514,0.961889717,0.925339026,0.856138543,0.008777607,0.054094217,0.000204688,114.2996146,224.8878063,333.5399351
418,1537.017244,0.961854679,0.925271713,0.856013884,0.008777287,0.054090282,0.000204658,114.2590244,224.7987039,333.3457637
419,1537.896586,0.961820055,0.925205199,0.855890712,0.008776971,0.054086393,0.000204628,114.218914,224.710658,333.1539086
420,1538.806837,0.961786339,0.925140432,0.855770784,0.008776663,0.054082607,0.0002046,114.1798558,224.6249246,332.9671059
421,1539.747721,0.961753524,0.925077399,0.855654075,0.008776364,0.054078922,0.000204572,114.141842,224.5414867,332.7853173
422,1540.711352,0.961721419,0.925015731,0.855539901,0.008776071,0.054075317,0.000204545,114.1046501,224.4598554,332.6074769
423,1541.689832,0.961689831,0.924955057,0.855427575,0.008775783,0.05407177,0.000204518,114.0680568,224.3795407,332.4325164
424,1542.675262,0.961658567,0.924895008,0.855316412,0.008775497,0.05406826,0.000204491,114.0318388,224.3000522,332.2593669
425,1543.659742,0.961627433,0.924835212,0.855205726,0.008775213,0.054064764,0.000204465,113.9957723,224.220899,332.086959
426,1544.635374,0.961596238,0.924775298,0.855094829,0.008774929,0.054061262,0.000204438,113.9596338,224.1415902,331.9142234
427,1545.595392,0.961564814,0.924714949,0.854983133,0.008774642,0.054057734,0.000204411,113.9232313,224.0617047,331.7402431
428,1546.542709,0.961533233,0.924654299,0.854870888,0.008774354,0.054054188,0.000204385,113.8866464,223.9814213,331.5654078
429,1547.485146,0.961501685,0.924593713,0.854758769,0.008774066,0.054050647,0.000204358,113.8500991,223.9012233,331.3907697
430,1548.430562,0.96147036,0.924533559,0.854647457,0.00877378,0.05404713,0.000204331,113.813811,223.8215964,331.2173869
431,1549.386814,0.96143945,0.924474204,0.854537629,0.008773498,0.05404366,0.000204305,113.7780035,223.7430269,331.0463172
432,1550.361763,0.961409147,0.924416015,0.854429967,0.008773221,0.054040259,0.000204279,113.7428985,223.6660011,330.8786196
433,1551.363267,0.961379641,0.92435936,0.854325148,0.008772952,0.054036947,0.000204254,113.7087177,223.5910057,330.7153525
434,1552.398955,0.961351119,0.924304595,0.854223834,0.008772692,0.054033745,0.00020423,113.6756766,223.5185128,330.5575429
435,1553.473557,0.961323696,0.924251942,0.854126431,0.008772442,0.054030667,0.000204207,113.6439083,223.4488146,330.4058261
436,1554.589813,0.961297438,0.924201527,0.854033174,0.008772202,0.05402772,0.000204184,113.6134898,223.3820796,330.2605675
437,1555.750426,0.961272411,0.924153476,0.853944294,0.008771974,0.054024911,0.000204163,113.5844965,223.3184732,330.1221262
438,1556.958097,0.961248678,0.924107913,0.853860021,0.008771757,0.054022247,0.000204143,113.5570039,223.2581604,329.9908601
439,1558.215528,0.961226306,0.924064962,0.853780583,0.008771553,0.054019736,0.000204124,113.5310868,223.2013054,329.8671256
440,1559.52377,0.961205318,0.924024669,0.853706065,0.008771361,0.054017381,0.000204106,113.5067733,223.1479693,329.7510547
441,1560.867842,0.961185347,0.92398633,0.853635163,0.008771179,0.05401514,0.000204089,113.4836382,223.0972195,329.6406168
442,1562.223754,0.961165808,0.92394882,0.853565797,0.008771001,0.054012947,0.000204073,113.4610026,223.0475664,329.5325696
443,1563.567416,0.961146111,0.92391101,0.853495878,0.008770821,0.054010737,0.000204056,113.4381856,222.9975162,329.4236631
444,1564.874739,0.961125672,0.923871773,0.853423325,0.008770634,0.054008443,0.000204038,113.4145072,222.9455777,329.3106524
445,1566.121634,0.961103902,0.923829984,0.853346056,0.008770436,0.054006,0.00020402,113.3892883,222.8902615,329.1902976
446,1567.28401,0.961080217,0.92378452,0.853261995,0.00877022,0.054003342,0.000204,113.3618504,222.8300791,329.0593613
447,1568.339488,0.961054072,0.923734334,0.853169209,0.008769981,0.054000408,0.000203978,113.3315625,222.7636476,328.9148365
448,1569.29054,0.961025526,0.923679543,0.853067914,0.008769721,0.053997205,0.000203954,113.2984941,222.6911194,328.7570571
449,1570.158415,0.960995097,0.923621137,0.852959943,0.008769443,0.053993791,0.000203928,113.263243,222.6138062,328.5888787
450,1570.964824,0.96096331,0.923560128,0.852847167,0.008769153,0.053990225,0.000203901,113.2264197,222.5330477,328.413217
451,1571.731477,0.960930694,0.923497528,0.852731459,0.008768855,0.053986565,0.000203873,113.1886352,222.4501836,328.2329875
452,1572.480083,0.960897775,0.923434351,0.852614691,0.008768555,0.053982872,0.000203845,113.1505007,222.366555,328.0511075
453,1573.232355,0.960865083,0.923371611,0.852498739,0.008768257,0.053979204,0.000203817,113.1126285,222.2835044,327.8704971
