fraction remaining,fraction lost,time (Myr),log10mantle ST,34R,d34 mantle,34R space,d34 space,34R space total,d34 space total,33R,d33 mantle,33R space,d33 space,33R space total,d33 space total,36R,d36 mantle,36R space,d36 space,36R space total,d36 space total,D33 mantle,D33S space,D33S total space,D36 mantle,D36 space,D36 total space,log10space,32TS_M,33TS_M,34TS_M,36TS_M,32S_M,33S_M,34S_M,36S_M,32S_S,33S_S,34S_S,36S_S,D33S M [alt],D33S S [alt],D36S M [alt],D36S S [alt],mbST,mb32S,mb33S,mb34S,mb36S
0.68,0.32,1504.526749,21.56576535,0.04560226,32.59933409,0.041758344,-54.44077029,0.041117604,-68.94943039,0.008011246,17.01160594,0.007655951,-28.09236253,0.007593814,-35.98050612,0.000162766,60.41746656,0.000137701,-102.875762,0.000133878,-127.7863497,0.353569655,0.325100761,0.143344255,-2.428912272,-1.977014215,-0.856646794,21.23840642,0.948968038,0.007602416,0.043275087,0.000154459,3.49E+21,2.80E+19,1.59E+20,5.68E+17,1.65E+21,1.25E+19,6.79E+19,2.21E+17,0.222948885,-0.471549467,-1.521268211,3.217568075,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.67,0.33,1551.54321,21.55933124,0.045658491,33.87260386,0.041809083,-53.29185929,0.041139773,-68.44742642,0.008016439,17.67084149,0.007660841,-27.47156408,0.00759596,-35.7080202,0.000163133,62.80981751,0.000138007,-100.8813887,0.00013401,-126.921756,0.367387443,0.338104837,0.148218186,-2.528019439,-2.059453279,-0.886680251,21.25177038,0.948912395,0.007606898,0.043325908,0.000154799,3.44E+21,2.76E+19,1.57E+20,5.61E+17,1.70E+21,1.29E+19,7.00E+19,2.28E+17,0.226450502,-0.457595588,-1.548129821,3.128354184,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.66,0.34,1598.559671,21.55280038,0.045715638,35.1666269,0.041860636,-52.12449958,0.041162167,-67.94034651,0.008021713,18.34042774,0.007665807,-26.8411629,0.007598128,-35.43288411,0.000163506,65.24366469,0.000138319,-98.85293548,0.000134145,-126.047835,0.381431008,0.351318248,0.153107351,-2.629070114,-2.143485372,-0.916872897,21.26473536,0.948855856,0.007611449,0.043377551,0.000155144,3.39E+21,2.72E+19,1.55E+20,5.54E+17,1.75E+21,1.33E+19,7.22E+19,2.35E+17,0.229614885,-0.443605663,-1.572926415,3.038823314,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.65,0.35,1645.576132,21.5461698,0.045773731,36.4820637,0.04191303,-50.93811285,0.041184791,-67.42807497,0.008027072,19.02068777,0.007670851,-26.20086375,0.007600316,-35.1550387,0.000163886,67.72037317,0.000138636,-96.78929794,0.00013428,-125.1643667,0.395707539,0.36474756,0.158011387,-2.732132234,-2.229165347,-0.94722435,21.27732448,0.94879839,0.007616073,0.043430043,0.000155495,3.34E+21,2.68E+19,1.53E+20,5.47E+17,1.81E+21,1.37E+19,7.44E+19,2.42E+17,0.232424967,-0.429580087,-1.59554786,2.948975737,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.64,0.36,1692.592593,21.53943641,0.045832801,37.81960636,0.041966291,-49.73209355,0.041207648,-66.91049186,0.008032517,19.71195994,0.007675975,-25.55035768,0.007602527,-34.8744226,0.000164273,70.24137482,0.000138958,-94.68931867,0.000134417,-124.2711226,0.410224567,0.378399648,0.162929898,-2.837277198,-2.316550809,-0.977734074,21.28955894,0.948739968,0.00762077,0.04348341,0.000155853,3.29E+21,2.64E+19,1.51E+20,5.40E+17,1.86E+21,1.41E+19,7.65E+19,2.50E+17,0.234862663,-0.415519298,-1.615877255,2.858811931,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.63,0.37,1739.609053,21.53259699,0.045892878,39.1799806,0.042020447,-48.50580714,0.041230746,-66.3874727,0.008038052,20.4145988,0.007681182,-24.88932113,0.00760476,-34.59097223,0.000164667,72.8081727,0.000139286,-92.55178362,0.000134556,-123.3678655,0.424989993,0.392281715,0.167862449,-2.944580095,-2.405702296,-1.008401366,21.30145816,0.948680558,0.007625543,0.043537681,0.000156217,3.23E+21,2.60E+19,1.48E+20,5.33E+17,1.91E+21,1.45E+19,7.87E+19,2.57E+17,0.236908793,-0.401423784,-1.633790428,2.768332597,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.62,0.38,1786.625514,21.52564813,0.045953998,40.56394796,0.042075527,-47.25858828,0.04125409,-65.85888831,0.008043679,21.1289762,0.007686475,-24.21741506,0.007607015,-34.30462156,0.000165069,75.42234575,0.00013962,-90.37541835,0.000134696,-122.4543491,0.440012105,0.406401314,0.172808564,-3.054119963,-2.496683475,-1.039225342,21.31304004,0.948620129,0.007630396,0.043592887,0.000156587,3.18E+21,2.56E+19,1.46E+20,5.25E+17,1.96E+21,1.49E+19,8.09E+19,2.64E+17,0.238543003,-0.387294082,-1.649155376,2.677538681,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.61,0.39,1833.641975,21.51858627,0.046016195,41.97230821,0.042131563,-45.98973876,0.041277685,-65.32460448,0.008049402,21.8554824,0.007691856,-23.53428388,0.007609294,-34.01530209,0.000165477,78.08555394,0.00013996,-88.15888409,0.000134838,-121.5303171,0.455299607,0.420766372,0.177767719,-3.165980058,-2.589561363,-1.070204914,21.32432105,0.948558646,0.00763533,0.043649059,0.000156965,3.13E+21,2.52E+19,1.44E+20,5.18E+17,2.01E+21,1.53E+19,8.30E+19,2.71E+17,0.23974367,-0.373130787,-1.661831657,2.586431395,-5.81E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.6,0.4,1880.658436,21.51140769,0.046079506,43.40590189,0.042188586,-44.69852535,0.041301539,-64.78448173,0.008055224,22.59452728,0.007697328,-22.83955441,0.007611597,-33.72294265,0.000165894,80.79954386,0.000140307,-85.90077337,0.000134982,-120.595503,0.47086165,0.435385213,0.182739346,-3.280248155,-2.68440655,-1.101338775,21.33531643,0.948496072,0.007640348,0.04370623,0.00015735,3.08E+21,2.48E+19,1.42E+20,5.11E+17,2.06E+21,1.57E+19,8.52E+19,2.78E+17,0.240487809,-0.358934555,-1.671669724,2.495012244,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.59,0.41,1927.674897,21.50410845,0.046143971,44.86561313,0.042246631,-43.38417741,0.041325656,-64.23837502,0.008061147,23.34654173,0.007702895,-22.13283469,0.007613925,-33.42746924,0.000166319,83.56615474,0.00014066,-83.59960527,0.000135127,-119.6496295,0.486707855,0.450266586,0.187722822,-3.397016876,-2.781293461,-1.132625378,21.3460403,0.948432369,0.007645453,0.043764435,0.000157742,3.03E+21,2.44E+19,1.40E+20,5.04E+17,2.11E+21,1.61E+19,8.74E+19,2.86E+17,0.240750966,-0.344706106,-1.678510198,2.40328305,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.58,0.42,1974.691358,21.49668443,0.04620963,46.35237269,0.042305734,-42.04588436,0.041350044,-63.68613344,0.008067177,24.11197903,0.00770856,-21.41371267,0.007616277,-33.12880495,0.000166752,86.38732506,0.00014102,-81.25382032,0.000135274,-118.6924075,0.502848354,0.465419692,0.192717466,-3.516384039,-2.880300629,-1.16406291,21.35650573,0.948367499,0.007650648,0.043823711,0.000158142,2.98E+21,2.40E+19,1.38E+20,4.96E+17,2.17E+21,1.65E+19,8.96E+19,2.93E+17,0.240507095,-0.330446233,-1.682183065,2.311245982,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.57,0.43,2021.707819,21.4891313,0.046276527,47.86716131,0.042365932,-40.68279285,0.041374711,-63.12759984,0.008073316,24.89131651,0.007714326,-20.6817549,0.007618656,-32.82686972,0.000167193,89.26509969,0.000141387,-78.86177491,0.000135422,-117.7235361,0.519293822,0.480854221,0.197722537,-3.63845305,-2.981510993,-1.195649271,21.3667249,0.948301417,0.007655937,0.043884096,0.00015855,2.92E+21,2.36E+19,1.35E+20,4.89E+17,2.22E+21,1.69E+19,9.18E+19,3.00E+17,0.239728436,-0.316155802,-1.6825068,2.218903588,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.56,0.44,2068.72428,21.48144447,0.046344707,49.41101326,0.042427264,-39.29400373,0.041399662,-62.56261052,0.008079568,25.6850572,0.007720196,-19.93650494,0.007621061,-32.52158018,0.000167644,92.20163779,0.000141762,-76.42173519,0.000135573,-116.7427012,0.536055515,0.496580378,0.202737227,-3.763333323,-3.08501223,-1.227382041,21.37670912,0.948234081,0.007661322,0.043945631,0.000158966,2.87E+21,2.32E+19,1.33E+20,4.82E+17,2.27E+21,1.73E+19,9.39E+19,3.08E+17,0.238385369,-0.301835765,-1.679287396,2.126258831,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.55,0.45,2115.740741,21.47361913,0.046414219,50.98502032,0.042489773,-37.87856876,0.041424906,-61.99099478,0.008085939,26.49373172,0.007726175,-19.17748176,0.007623493,-32.21284948,0.000168104,95.1992213,0.000142144,-73.93187046,0.000135725,-115.749575,0.553145317,0.51260893,0.207760653,-3.891140746,-3.190897112,-1.259258453,21.38646895,0.948165443,0.007666808,0.044008359,0.000159391,2.82E+21,2.28E+19,1.31E+20,4.74E+17,2.32E+21,1.77E+19,9.61E+19,3.15E+17,0.236446261,-0.287487164,-1.672317301,2.033315128,-5.81E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.54,0.46,2162.757202,21.4656502,0.046485114,52.59033609,0.042553504,-36.43548697,0.041450451,-61.41257456,0.008092431,27.31790038,0.007732267,-18.40417793,0.007625952,-31.90058704,0.000168574,98.26026433,0.000142534,-71.39024586,0.00013588,-114.7438153,0.570575785,0.52895124,0.212791856,-4.021998189,-3.299263898,-1.291275357,21.39601427,0.948095453,0.007672397,0.044072326,0.000159824,2.77E+21,2.24E+19,1.29E+20,4.67E+17,2.37E+21,1.81E+19,9.83E+19,3.22E+17,0.233877291,-0.273111139,-1.661374241,1.940076391,-5.81E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.53,0.47,2209.773663,21.45753231,0.046557446,54.22818073,0.042618501,-34.96370071,0.041476304,-60.82716391,0.00809905,28.15815534,0.007738475,-17.61605767,0.007628441,-31.58469835,0.000169054,101.3873235,0.000142932,-68.79481448,0.000136036,-113.7250644,0.588360198,0.545619315,0.217829788,-4.156036059,-3.410216768,-1.323429183,21.4053543,0.94802406,0.007678094,0.044137579,0.000160267,2.72E+21,2.20E+19,1.27E+20,4.60E+17,2.42E+21,1.85E+19,1.01E+20,3.30E+17,0.230642264,-0.258708933,-1.646219914,1.846547076,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.52,0.48,2256.790123,21.44925978,0.046631271,55.89984609,0.042684816,-33.46209133,0.041502474,-60.23456859,0.0081058,29.01512313,0.007744805,-16.8125547,0.007630958,-31.26508473,0.000169545,104.583109,0.000143339,-66.14340864,0.000136194,-112.6929481,0.606512618,0.562625854,0.222873308,-4.293392922,-3.523866296,-1.355715896,21.41449768,0.947951207,0.007683903,0.04420417,0.00016072,2.67E+21,2.16E+19,1.24E+20,4.52E+17,2.48E+21,1.89E+19,1.03E+20,3.37E+17,0.226702398,-0.24428191,-1.626598553,1.752732234,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.51,0.49,2303.806584,21.44082662,0.04670665,57.60670145,0.042752501,-31.92947442,0.041528971,-59.63458545,0.008112688,29.88946734,0.00775126,-15.9930699,0.007633506,-30.94164306,0.000170046,107.8504974,0.000143755,-63.43373028,0.000136355,-111.6470748,0.625047949,0.579984304,0.227921172,-4.434216176,-3.640329968,-1.388130956,21.42345252,0.947876837,0.007689829,0.044272152,0.000161183,2.62E+21,2.12E+19,1.22E+20,4.45E+17,2.53E+21,1.93E+19,1.05E+20,3.45E+17,0.222016094,-0.229831555,-1.602235324,1.658637571,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.5,0.5,2350.823045,21.43222644,0.046783647,59.35019976,0.04282161,-30.36459459,0.041555804,-59.02700193,0.008119717,30.78189155,0.007757846,-15.15696872,0.007636085,-30.61426549,0.000170559,111.192545,0.000144181,-60.66334048,0.000136518,-110.5870342,0.643982004,0.597708916,0.232972027,-4.5786628,-3.759732762,-1.420669259,21.43222644,0.947800886,0.007695875,0.044341583,0.000161656,2.56E+21,2.08E+19,1.20E+20,4.37E+17,2.58E+21,1.97E+19,1.07E+20,3.52E+17,0.216538676,-0.215359491,-1.572834546,1.564269508,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.49,0.51,2397.839506,21.42345252,0.046862331,61.13188458,0.042892203,-28.76611976,0.041582982,-58.41159537,0.008126896,31.69314266,0.007764568,-14.30357834,0.007638696,-30.28283911,0.000171084,114.612503,0.000144616,-57.82964783,0.000136683,-109.512396,0.663331583,0.615814812,0.238024395,-4.726900184,-3.882207779,-1.453325086,21.44082662,0.947723289,0.007702048,0.044412523,0.00016214,2.51E+21,2.04E+19,1.18E+20,4.30E+17,2.63E+21,2.01E+19,1.09E+20,3.59E+17,0.210222103,-0.200867493,-1.538077706,1.469635252,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.48,0.52,2444.855967,21.41449768,0.046942774,62.95339765,0.042964342,-27.13263476,0.041610515,-57.78813237,0.008134228,32.62401444,0.007771433,-13.43218453,0.007641339,-29.94724567,0.000171621,118.1138343,0.000145061,-54.92989564,0.00013685,-108.4227086,0.683114557,0.634318058,0.243076664,-4.879107048,-4.007896949,-1.486092035,21.44925978,0.947643975,0.007708352,0.044485037,0.000162636,2.46E+21,2.00E+19,1.16E+20,4.22E+17,2.68E+21,2.05E+19,1.12E+20,3.67E+17,0.203014653,-0.186357497,-1.497621254,1.374742881,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.47,0.53,2491.872428,21.4053543,0.047025053,64.81648741,0.043038093,-25.46263441,0.041638416,-57.15636804,0.008141722,33.57535158,0.007778444,-12.54202824,0.007644017,-29.60736116,0.000172172,121.700232,0.000145516,-51.96114774,0.00013702,-107.3174979,0.703349954,0.653235742,0.248127077,-5.035474465,-4.136951806,-1.518962948,21.45753231,0.947562869,0.007714794,0.044559194,0.000163144,2.41E+21,1.96E+19,1.13E+20,4.15E+17,2.73E+21,2.09E+19,1.14E+20,3.74E+17,0.19486056,-0.171831618,-1.451094117,1.279601421,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.46,0.54,2538.888889,21.39601427,0.04710925,66.72301834,0.043113528,-23.7545157,0.041666694,-56.51604519,0.008149384,34.54805407,0.007785611,-11.63230174,0.007646729,-29.26305544,0.000172736,125.3756399,0.000145983,-48.9202728,0.000137192,-106.1962649,0.724058067,0.672586061,0.253173716,-5.196206992,-4.269534358,-1.551929839,21.4656502,0.947479891,0.007721378,0.044635067,0.000163664,2.36E+21,1.92E+19,1.11E+20,4.07E+17,2.78E+21,2.13E+19,1.16E+20,3.82E+17,0.185699618,-0.157292165,-1.398094932,1.184220953,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.45,0.55,2585.90535,21.38646895,0.047195454,68.67498142,0.043190722,-22.00656923,0.041695362,-55.86689344,0.008157223,35.54308216,0.007792938,-10.70214438,0.007649477,-28.91419179,0.000173315,129.1442758,0.000146461,-45.80392682,0.000137366,-105.0584848,0.745260567,0.692388421,0.258214487,-5.361523947,-4.40581805,-1.584983794,21.47361913,0.947394956,0.007728111,0.044712735,0.000164197,2.31E+21,1.88E+19,1.09E+20,4.00E+17,2.84E+21,2.17E+19,1.18E+20,3.90E+17,0.17546673,-0.142741663,-1.338188922,1.088612714,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.44,0.56,2632.921811,21.37670912,0.047283758,70.67450567,0.043269755,-20.21696966,0.041724433,-55.20862828,0.008165245,36.56146182,0.007800433,-9.750637915,0.007652262,-28.56062643,0.000173908,133.0106564,0.000146952,-42.60853375,0.000137544,-103.9036045,0.766980624,0.712663542,0.2632471,-5.531660825,-4.545988837,-1.618114879,21.48144447,0.947307973,0.007735001,0.044792281,0.000164744,2.26E+21,1.84E+19,1.07E+20,3.92E+17,2.89E+21,2.21E+19,1.20E+20,3.97E+17,0.164091401,-0.128182872,-1.270904386,0.992789227,-5.81E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.43,0.57,2679.938272,21.3667249,0.047374263,72.72387125,0.043350714,-18.38376501,0.041753919,-54.54094996,0.008173459,37.60429086,0.007808104,-8.776801258,0.007655085,-28.20220804,0.000174517,136.9796266,0.000147455,-39.33026374,0.000137724,-102.7310405,0.789243056,0.733433584,0.268269052,-5.706870888,-4.690246394,-1.651312024,21.4891313,0.947218844,0.007742055,0.044873795,0.000165306,2.20E+21,1.80E+19,1.04E+20,3.85E+17,2.94E+21,2.25E+19,1.23E+20,4.05E+17,0.151497173,-0.11361881,-1.195728729,0.896764427,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.42,0.58,2726.954733,21.35650573,0.047467078,74.82552386,0.043433691,-16.50486484,0.041783836,-53.86354238,0.008181876,38.67274576,0.007815959,-7.779584619,0.007657948,-27.83877711,0.000175143,141.0563914,0.000147972,-35.9650089,0.000137906,-101.5401767,0.812074479,0.754722276,0.273277604,-5.887426961,-4.83880546,-1.684562895,21.49668443,0.947127465,0.007749279,0.044957373,0.000165883,2.15E+21,1.76E+19,1.02E+20,3.77E+17,2.99E+21,2.29E+19,1.25E+20,4.12E+17,0.137600977,-0.099052779,-1.11210397,0.800553825,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.41,0.59,2773.971193,21.3460403,0.047562317,76.98209115,0.043518786,-14.57802684,0.041814196,-53.17607179,0.008190504,39.76808935,0.007824008,-6.757862973,0.007660852,-27.47016537,0.000175786,145.2465515,0.000148502,-32.50835607,0.000138092,-100.3303617,0.835503493,0.776555074,0.278269756,-6.073623444,-4.991897361,-1.71785375,21.50410845,0.947033723,0.007756683,0.045043119,0.000166475,2.10E+21,1.72E+19,9.99E+19,3.69E+17,3.04E+21,2.33E+19,1.27E+20,4.20E+17,0.122312407,-0.084488395,-1.019421648,0.704174671,-5.81E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.4,0.6,2820.987654,21.33531643,0.047660107,79.19640104,0.043606103,-12.60084194,0.041845016,-52.47818535,0.008199355,40.89167942,0.007832259,-5.710428729,0.007663798,-27.09619508,0.000176448,149.556145,0.000149047,-28.95555624,0.000138281,-99.10090601,0.859560873,0.798959324,0.283242217,-6.265778598,-5.149771716,-1.75116928,21.51140769,0.946937496,0.007764276,0.045131142,0.000167085,2.05E+21,1.68E+19,9.77E+19,3.62E+17,3.09E+21,2.37E+19,1.29E+20,4.28E+17,0.105532888,-0.069929623,-0.917017011,0.607646156,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.39,0.61,2868.004115,21.32432105,0.047760581,81.47150246,0.043695759,-10.57071745,0.041876313,-51.76950959,0.00820844,42.0449785,0.007840722,-4.635983469,0.007666787,-26.71667825,0.000177128,153.9916923,0.000149608,-25.30149,0.000138473,-97.85107859,0.884279802,0.821964456,0.288191376,-6.464237128,-5.312698375,-1.78449242,21.51858627,0.946838655,0.007772068,0.045221565,0.000167712,2.00E+21,1.64E+19,9.54E+19,3.54E+17,3.14E+21,2.41E+19,1.32E+20,4.35E+17,0.087154733,-0.05538081,-0.804162389,0.510989625,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.38,0.62,2915.020576,21.31304004,0.047863886,83.81068883,0.043787876,-8.484858035,0.041908104,-51.04964866,0.008217771,43.22956481,0.00784941,-3.533128652,0.007669822,-26.33141579,0.00017783,158.5602492,0.000150186,-21.54062857,0.000138668,-96.58010362,0.909696121,0.845602201,0.293113266,-6.669373127,-5.480969612,-1.817804141,21.52564813,0.946737059,0.007780068,0.045314515,0.000168358,1.95E+21,1.60E+19,9.32E+19,3.46E+17,3.20E+21,2.45E+19,1.34E+20,4.43E+17,0.067060059,-0.040846729,-0.680059603,0.414228832,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.37,0.63,2962.037037,21.30145816,0.047970178,86.21752469,0.043882587,-6.34024424,0.041940408,-50.3181824,0.008227362,44.44714477,0.007858333,-2.400355082,0.007672904,-25.94019656,0.000178552,163.2694657,0.00015078,-17.66698951,0.000138866,-95.28715634,0.935848624,0.869906834,0.29800352,-6.881593428,-5.654902614,-1.851083213,21.53259699,0.946632555,0.007788289,0.045410132,0.000169024,1.90E+21,1.56E+19,9.09E+19,3.38E+17,3.25E+21,2.49E+19,1.36E+20,4.51E+17,0.045119553,-0.026332627,-0.543831234,0.317390221,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.36,0.64,3009.053498,21.28955894,0.048079629,88.69587609,0.043980038,-4.133608012,0.041973243,-49.57466421,0.008237228,45.69956723,0.007867505,-1.236030971,0.007676034,-25.54279635,0.000179298,168.127654,0.000151393,-13.6740864,0.000139068,-93.97135876,0.962779381,0.894915449,0.302857329,-7.101341448,-5.834842334,-1.884305926,21.53943641,0.946524979,0.007796742,0.045508569,0.00016971,1.84E+21,1.52E+19,8.86E+19,3.31E+17,3.30E+21,2.53E+19,1.38E+20,4.59E+17,0.021191038,-0.011844278,-0.394510565,0.220503248,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.35,0.65,3056.069959,21.27732448,0.048192423,91.24994535,0.044080385,-1.86140487,0.042006632,-48.81861861,0.008247383,46.98883968,0.007876939,-0.038388341,0.007679215,-25.13897663,0.000180068,173.1438662,0.000152025,-9.554871382,0.000139274,-92.63177461,0.990534125,0.92066828,0.307669385,-7.329101601,-6.021164741,-1.917445782,21.5461698,0.94641415,0.00780544,0.045609991,0.000170419,1.79E+21,1.48E+19,8.64E+19,3.23E+17,3.35E+21,2.57E+19,1.41E+20,4.67E+17,-0.004882171,0.002611956,-0.231029927,0.123600752,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.34,0.66,3103.08642,21.26473536,0.048308763,93.88431084,0.044183797,0.48021794,0.042040597,-48.04953855,0.008257847,48.3171469,0.00788665,1.194492501,0.007682449,-24.7284833,0.000180864,178.3279834,0.000152678,-5.301669312,0.000139483,-91.26740387,1.019162677,0.947209056,0.312433824,-7.565404386,-6.214280565,-1.950473127,21.55280038,0.946299873,0.007814399,0.045714576,0.000171151,1.74E+21,1.44E+19,8.41E+19,3.15E+17,3.40E+21,2.61E+19,1.43E+20,4.74E+17,-0.03327318,0.017029053,-0.052207169,0.026719378,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.33,0.67,3150.102881,21.25177038,0.048428871,96.60397299,0.04429046,2.895457985,0.042075161,-47.2668824,0.008268637,49.68687235,0.007896656,2.464700764,0.007685737,-24.31104518,0.000181687,183.6908188,0.000153353,-0.906102087,0.000139697,-89.8771765,1.048719451,0.974585421,0.317144153,-7.810832277,-6.414639611,-1.98335474,21.55933124,0.946181934,0.007823635,0.045822522,0.000171909,1.69E+21,1.40E+19,8.18E+19,3.07E+17,3.45E+21,2.65E+19,1.45E+20,4.82E+17,-0.064173742,0.031399255,0.143270132,-0.070099937,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.32,0.68,3197.119342,21.23840642,0.048552987,99.41440731,0.044400577,5.38889974,0.04211035,-46.47007051,0.008279773,51.1006229,0.007906974,3.774515653,0.007689082,-23.88637234,0.000182539,189.2442371,0.000154051,3.640998704,0.000139914,-88.45994536,1.079264029,1.002849408,0.321793171,-8.066026575,-6.622735753,-2.016053344,21.56576535,0.9460601,0.007833163,0.045934043,0.000172693,1.64E+21,1.36E+19,7.95E+19,2.99E+17,3.50E+21,2.69E+19,1.48E+20,4.90E+17,-0.097796862,0.045713969,0.356863166,-0.1668114,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.31,0.69,3244.135802,21.22461813,0.048681377,102.3216261,0.044514369,7.965563276,0.042146192,-45.65848131,0.008291279,52.56125761,0.007917623,5.126430036,0.007692487,-23.45415421,0.000183423,195.0012933,0.000154774,8.349693025,0.000140136,-87.0144782,1.110861834,1.032057994,0.326372876,-8.331695408,-6.839112747,-2.048527049,21.57210553,0.945934115,0.007843003,0.046049375,0.000173506,1.59E+21,1.32E+19,7.72E+19,2.91E+17,3.56E+21,2.74E+19,1.50E+20,4.98E+17,-0.134379851,0.059963667,0.590203665,-0.263363709,-1.94E-16,0.00E+00,0.00E+00,1.44E-16,0.00E+00
0.3,0.7,3291.152263,21.21037769,0.048814334,105.3322506,0.04463208,10.63096082,0.042182716,-44.83144696,0.008303179,54.07192112,0.007928626,6.523177899,0.007695954,-23.01405743,0.00018434,200.9763958,0.000155523,13.23105023,0.000140362,-85.53944853,1.143584908,1.062273739,0.330874357,-8.608623112,-7.064371006,-2.080728692,21.57835448,0.945803696,0.007853177,0.046168777,0.00017435,1.54E+21,1.27E+19,7.49E+19,2.83E+17,3.61E+21,2.78E+19,1.52E+20,5.06E+17,-0.174187935,0.07413776,0.845119647,-0.359699298,-3.88E-16,0.00E+00,0.00E+00,1.44E-16,0.00E+00
0.29,0.71,3338.168724,21.19565444,0.048952181,108.453595,0.044753977,13.39116276,0.042219954,-43.9882483,0.0083155,55.63608291,0.007940005,7.967766352,0.007699485,-22.56572342,0.000185293,207.1854966,0.0001563,18.29728686,0.000140593,-84.03342521,1.177512837,1.093565536,0.335287669,-8.897681298,-7.299175562,-2.112605066,21.58451479,0.945668531,0.007863707,0.046292537,0.000175226,1.48E+21,1.23E+19,7.26E+19,2.75E+17,3.66E+21,2.82E+19,1.54E+20,5.14E+17,-0.217518534,0.088224455,1.123666018,-0.455753447,-3.88E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
0.28,0.72,3385.185185,21.18041447,0.049095275,111.6937665,0.044880358,16.25287504,0.04225794,-43.12810906,0.008328273,57.2575834,0.007951787,9.463513114,0.007703085,-22.10876558,0.000186285,213.6463176,0.000157109,23.56192864,0.00014083,-82.49486046,1.212733826,1.126009488,0.339601682,-9.199841976,-7.544265447,-2.144096017,21.59058894,0.945528274,0.007874617,0.046420971,0.000176138,1.43E+21,1.19E+19,7.03E+19,2.67E+17,3.71E+21,2.86E+19,1.57E+20,5.22E+17,-0.264706366,0.102210583,1.428161155,-0.551453245,-3.88E-16,0.00E+00,0.00E+00,1.44E-16,0.00E+00
0.27,0.73,3432.201646,21.1646202,0.049244015,115.0617828,0.04501155,19.22353038,0.042296711,-42.2501893,0.008341531,58.94068858,0.007964002,11.01409063,0.007706756,-21.64276608,0.000187318,220.3786182,0.000157949,29.04000172,0.000141071,-80.92207602,1.249345986,1.159689942,0.343803908,-9.516193193,-7.800464819,-2.17513337,21.5965793,0.945382542,0.007885938,0.046554432,0.000177087,1.38E+21,1.15E+19,6.80E+19,2.59E+17,3.76E+21,2.90E+19,1.59E+20,5.31E+17,-0.316129567,0.116081411,1.761230868,-0.646716362,-1.94E-16,0.00E+00,0.00E+00,0.00E+00,0.00E+00
